x,y,S,I,R,X,N
142,148,2054.44,0.298584,0.102026,0.161759,2055
127,256,334.986,0.00707949,0.0026703,0.00401316,335
211,249,151.954,0.0265927,0.00766582,0.0116981,152
208,151,308.923,0.0399806,0.0146944,0.0226175,309
208,200,11435.6,0.750518,0.264936,0.406212,11437
217,159,2779.47,0.275242,0.104143,0.15558,2780
131,296,172.995,0.00250357,0.000983618,0.00150057,173
200,159,191.951,0.024829,0.00964607,0.0147138,192
286,213,2419.26,4.02329,1.4756,2.24478,2427
156,357,398.996,0.00209596,0.000708412,0.00113933,399
279,283,2175.85,0.0802933,0.0277786,0.0438867,2176
221,140,519.881,0.0610114,0.0236316,0.034378,520
113,16,4059.48,0.796708,0.283205,0.437561,4061
288,205,790.855,0.599564,0.214611,0.331276,792
297,200,5933.45,9.03462,3.40115,5.1094,5951
219,419,2338.97,0.0150418,0.00615806,0.00895756,2339
133,142,580.794,0.10758,0.0388151,0.0595301,581
48,294,711.981,0.00986492,0.00366136,0.00556541,712
192,189,1384.68,0.158847,0.0668828,0.0941995,1385
103,201,1911.97,0.0173905,0.00654204,0.00973339,1912
128,236,440.969,0.0144878,0.00695434,0.00929201,441
237,130,1517.73,0.138117,0.0509944,0.0799168,1518
106,103,410.282,0.371541,0.136111,0.210383,411
57,220,353.965,0.0177576,0.00675785,0.010266,354
106,200,1318.98,0.0108602,0.00364746,0.00580404,1319
294,237,16437.7,30.3549,10.5138,16.4428,16495
173,171,502.849,0.0766172,0.0293049,0.0449315,503
177,177,176.969,0.0165269,0.00563671,0.00926133,177
86,9,2705.51,0.256963,0.095096,0.142844,2706
150,291,431.977,0.0109933,0.00487615,0.0067466,432
152,178,269.954,0.0244416,0.00850616,0.013548,270
228,209,1363.43,0.284042,0.117132,0.167749,1364
82,112,1017.67,0.181543,0.0578558,0.0897941,1018
286,209,2409.23,2.45433,0.921866,1.39264,2414
260,282,684.851,0.077383,0.0289571,0.0429215,685
222,224,494.842,0.078708,0.0320416,0.0471232,495
209,121,345.832,0.0860541,0.0324969,0.0495731,346
176,96,602.183,2.49881,0.928604,1.38958,607
284,251,10418.8,2.77375,0.941392,1.48821,10424
179,71,1223.13,7.12283,2.68392,4.06664,1237
107,110,512.451,0.28322,0.107463,0.158733,513
171,282,1223.92,0.0420299,0.0162253,0.0242687,1224
146,208,669.926,0.0387214,0.012925,0.0225147,670
89,116,402.828,0.0903663,0.0318871,0.0497902,403
77,237,199.986,0.00701241,0.00273951,0.00411014,200
231,121,321.93,0.034528,0.0141907,0.0211848,322
117,216,1071.96,0.0229997,0.00816248,0.0130686,1072
60,129,222.96,0.0210069,0.00757982,0.0118774,223
239,184,4895.69,0.679204,0.249793,0.381316,4897
232,238,1071.47,0.272883,0.105584,0.156271,1072
245,181,1080.66,0.171656,0.0665627,0.0985947,1081
115,68,484.426,2.32164,0.909713,1.34282,489
299,202,2844.64,7.74399,3.07957,4.54057,2860
250,100,245.965,0.0174862,0.00684619,0.0103884,246
256,194,982.569,0.220355,0.0844082,0.12618,983
283,201,8470.27,4.00629,1.47492,2.24526,8478
244,179,476.848,0.0775252,0.029667,0.0445896,477
251,128,404.942,0.0298891,0.0111538,0.0168069,405
219,262,827.839,0.0842996,0.0295998,0.0466453,828
292,214,2409.79,26.957,10.5918,15.6562,2463
58,88,17824.1,0.473613,0.144597,0.237169,17825
102,54,870.691,1.18874,0.447119,0.672742,873
120,285,596.987,0.00790389,0.00205024,0.0033307,597
78,45,135.901,0.0501163,0.0195172,0.0291161,136
199,277,299.966,0.0163395,0.00787981,0.0102657,300
133,186,384.953,0.0236496,0.00927244,0.0136523,385
140,48,767.294,0.895839,0.31647,0.493287,769
101,292,3083.96,0.018618,0.00751561,0.0108526,3084
133,265,830.971,0.0176225,0.004524,0.00711072,831
234,320,303.98,0.0106792,0.00373258,0.00606035,304
181,115,2968.05,1.56228,0.541281,0.847199,2971
234,88,741.953,0.0237897,0.00918035,0.0136378,742
233,95,743.859,0.0746678,0.0266358,0.0398791,744
234,250,211.918,0.0431476,0.0156244,0.0234001,212
176,271,224.981,0.00946519,0.00359478,0.00550095,225
267,130,2283.7,0.15219,0.05981,0.0874807,2284
87,3,497.885,0.0626965,0.0207675,0.0314563,498
173,130,231.729,0.148867,0.048576,0.073988,232
205,244,362.925,0.0388601,0.0142919,0.0214136,363
147,115,572.061,1.02226,0.362111,0.554574,574
295,205,2956.47,12.4625,5.42196,7.64464,2982
141,49,959.832,1.61509,0.621604,0.931752,963
200,389,1213.99,0.00569385,0.00242487,0.00342818,1214
138,351,556.96,0.0196061,0.00714472,0.0128189,557
231,284,276.949,0.0255497,0.0101013,0.0150242,277
171,213,735.916,0.04213,0.0171443,0.0249757,736
280,258,1755.65,0.694361,0.257961,0.395453,1757
199,194,710.832,0.0890653,0.0299466,0.0493857,711
258,167,266.853,0.0743381,0.0289162,0.0438053,267
293,210,7511.7,89.1264,39.088,55.0861,7695
128,122,425.59,0.21209,0.0781811,0.119598,426
213,122,164.938,0.0318647,0.0121231,0.0181782,165
289,212,3156.24,9.23645,3.37455,5.14982,3174
91,54,849.653,0.67838,0.271718,0.39733,851
247,153,14545,0.511218,0.171765,0.272065,14546
289,211,1776.1,4.63586,1.6871,2.58112,1785
294,213,3487.89,82.0734,36.6161,51.4205,3658
299,201,1351.34,2.88694,1.11687,1.66002,1357
229,163,166.956,0.0219908,0.00821018,0.0137282,167
300,169,2722.11,0.962168,0.369743,0.554035,2724
111,93,405.267,0.879609,0.339018,0.514485,407
203,151,1205.7,0.157142,0.0578628,0.0885724,1206
135,213,130.989,0.00681385,0.00177272,0.00271051,131
234,122,223.961,0.0199895,0.00762943,0.0115606,224
219,137,455.898,0.0513803,0.0208986,0.0301743,456
170,250,207.98,0.0103735,0.00383394,0.0054291,208
151,357,309.996,0.00203541,0.0007093,0.0011053,310
7,41,163.967,0.0177007,0.00567228,0.009402,164
235,293,680.88,0.0597358,0.0245847,0.0352656,681
136,116,536.769,0.622366,0.247637,0.361288,538
262,96,562.941,0.0319023,0.0104875,0.0170468,563
244,318,1217.91,0.0463918,0.0176636,0.0278361,1218
120,165,210.939,0.0338091,0.0105444,0.0167206,211
96,21,359.826,0.0908151,0.032367,0.0507212,360
79,204,1452.8,0.099188,0.0439067,0.0607174,1453
179,200,348.926,0.0368378,0.0147693,0.0222416,349
131,130,1370.67,0.175121,0.0617815,0.0958455,1371
148,66,550.918,23.3081,13.9412,16.8329,605
193,141,551.763,0.123343,0.0439855,0.0697642,552
256,175,230.884,0.059518,0.022912,0.0340229,231
287,211,2943.85,4.7686,1.73839,2.64337,2953
228,241,201.899,0.0517385,0.0189234,0.0304555,202
143,47,1607.47,1.86381,0.651689,1.0123,1611
246,295,1532.73,0.134254,0.0551279,0.0798214,1533
291,202,2023.71,2.21713,0.826155,1.25092,2028
121,185,476.946,0.0270571,0.0112151,0.0161389,477
10,75,395.96,0.021631,0.00726543,0.0112045,396
288,206,3734.59,3.34796,1.20621,1.85608,3741
213,176,660.871,0.0639276,0.0265848,0.038561,661
262,243,28107.7,4.94536,1.68411,2.65259,28117
246,290,622.831,0.0827411,0.0348937,0.0510229,623
194,257,680.923,0.0407768,0.0145219,0.021293,681
170,115,369.092,0.463998,0.17711,0.267091,370
255,171,1132.49,0.261819,0.0981912,0.147847,1133
80,276,247.99,0.00502871,0.00220558,0.00317891,248
255,153,372.918,0.0410244,0.0166465,0.024023,373
81,147,192.975,0.013934,0.00444108,0.00711473,193
132,99,636.558,3.26508,1.2892,1.88821,643
290,211,3939.9,12.0234,4.3685,6.71092,3963
143,187,480.907,0.0458469,0.0181243,0.0288819,481
80,143,426.945,0.0295928,0.00955577,0.0153647,427
185,223,723.936,0.0334009,0.0118489,0.0184634,724
87,164,2330.66,0.182369,0.0630019,0.0969762,2331
108,251,4307.83,0.0870034,0.0349075,0.0511075,4308
167,158,615.869,0.0672489,0.0255707,0.038337,616
260,125,456.946,0.0283686,0.00994795,0.0154023,457
114,90,466.285,1.38444,0.5339,0.796846,469
267,136,408.925,0.0378346,0.0149423,0.0224215,409
112,158,496.919,0.0417431,0.0158056,0.0238451,497
145,121,907.402,0.843862,0.298264,0.45547,909
58,40,575.744,0.130863,0.0501228,0.0750763,576
156,119,1079.37,1.36897,0.501666,0.763282,1082
190,191,116.972,0.0135732,0.00579671,0.00813504,117
260,296,722.847,0.0735436,0.0327937,0.0467697,723
110,167,299.952,0.02447,0.00975273,0.014148,300
94,202,1414.9,0.0498657,0.0232221,0.0317355,1415
180,193,323.933,0.0331204,0.0142091,0.0199028,324
130,187,302.96,0.0197231,0.00782813,0.0120722,303
160,64,370.225,10.198,4.92803,6.64863,392
219,115,251.893,0.0515601,0.0242297,0.0309882,252
78,36,207.825,0.0886657,0.0343445,0.0520888,208
52,253,324.987,0.00655863,0.00234834,0.00359716,325
107,83,1512.48,2.8663,1.05725,1.60112,1518
146,46,4919.41,9.12012,3.36418,5.11062,4937
99,126,926.59,0.209973,0.0809809,0.119503,927
86,260,794.969,0.0156962,0.00607863,0.0095303,795
263,158,874.608,0.198951,0.0761113,0.116477,875
113,145,1965.54,0.238243,0.0871027,0.133946,1966
36,91,980.834,0.0825385,0.034147,0.0496034,981
175,275,684.958,0.0222738,0.00786674,0.012093,685
23,52,1822.72,0.146445,0.0520338,0.0800904,1823
196,294,586.942,0.0280574,0.0121546,0.0173345,587
288,208,2183.18,2.51834,0.90901,1.39605,2188
182,268,205.977,0.0108084,0.0050663,0.00676396,206
103,101,360.419,0.302466,0.110769,0.167494,361
120,177,3032.42,0.277443,0.125463,0.172351,3033
241,242,1045.36,0.337321,0.123527,0.180792,1046
181,173,376.927,0.037969,0.0137102,0.021591,377
105,201,909.988,0.00665089,0.00226494,0.00355922,910
293,286,2184.57,0.219388,0.0863222,0.127542,2185
241,300,495.923,0.0393937,0.0151868,0.0225874,496
289,209,2598.21,4.06048,1.47844,2.25514,2606
227,138,669.883,0.0581845,0.0243447,0.0346607,670
105,114,512.571,0.221191,0.0828909,0.124651,513
270,86,491.965,0.0184432,0.00636021,0.0100977,492
255,94,558.9,0.0491212,0.021087,0.0302269,559
291,185,332.209,0.380271,0.171342,0.239201,333
292,204,2726.75,4.76944,1.78495,2.69481,2736
269,189,919.062,0.477134,0.188152,0.273159,920
183,398,511.993,0.00384924,0.00126506,0.00168996,512
127,191,905.934,0.0346845,0.0123497,0.0192371,906
194,261,273.967,0.0164411,0.00683369,0.00984854,274
293,202,8012.46,11.6077,4.36009,6.56972,8035
97,264,984.975,0.0137958,0.00430424,0.00715972,985
284,214,6178.42,8.61555,3.16347,4.7973,6195
242,169,2970.58,0.217414,0.0800059,0.121386,2971
140,45,2060.41,1.88024,0.676466,1.03357,2064
0,72,181.933,0.0408539,0.00916974,0.0168558,182
195,414,259.995,0.00236483,0.000870005,0.00135205,260
90,297,563.988,0.00600371,0.00261994,0.00343079,564
145,219,364.97,0.0157774,0.00533055,0.00841334,365
185,416,866.985,0.00763529,0.00311794,0.0045082,867
245,285,291.919,0.0392232,0.0178742,0.0242388,292
67,82,270.924,0.0391224,0.0150165,0.0223446,271
201,406,101.999,0.000451831,0.000165208,0.000250151,102
227,105,345.893,0.0533773,0.0215699,0.0317202,346
146,315,723.99,0.00509363,0.0019061,0.00288551,724
183,364,371.993,0.00397613,0.00088208,0.00208994,372
57,107,646.915,0.0462513,0.0145316,0.0237853,647
211,256,297.937,0.0332755,0.0117351,0.0175362,298
118,232,706.97,0.0152519,0.00568037,0.0088034,707
231,115,922.814,0.0944871,0.0360719,0.0550569,923
177,382,126.999,0.000685784,0.000149189,0.000244962,127
253,191,14776.4,2.43023,0.858725,1.33345,14781
129,115,352.295,0.359871,0.139847,0.205273,353
149,42,1081.02,2.55877,0.980618,1.43834,1086
246,174,659.776,0.115496,0.0437948,0.0649319,660
116,257,747.964,0.0174158,0.00739325,0.0107855,748
189,177,465.885,0.0552898,0.0252859,0.0345578,466
41,28,803.493,0.244298,0.112312,0.150508,804
297,201,1674.21,2.95946,1.13341,1.7001,1680
264,282,644.842,0.0825685,0.0299236,0.0457064,645
139,327,572.992,0.00386294,0.00150859,0.00216463,573
64,74,437.905,0.050504,0.0174998,0.0269595,438
116,245,620.966,0.0170425,0.00722301,0.0100764,621
270,265,2934.2,0.428655,0.14274,0.225562,2935
177,163,164.96,0.0209914,0.0076198,0.0113421,165
144,197,341.972,0.0140166,0.00533853,0.00817987,342
69,203,2471.72,0.143174,0.0569643,0.0828318,2472
152,270,86.9956,0.00220567,0.000885601,0.00129855,87
172,402,1951.99,0.00786422,0.00276331,0.00430019,1952
120,195,1747.91,0.0491943,0.017611,0.0270293,1748
90,241,3769.82,0.0912137,0.0350888,0.0519078,3770
74,96,226.915,0.0445491,0.0160163,0.0245475,227
156,268,309.981,0.00983979,0.00373623,0.00562844,310
286,223,2244.3,9.5154,3.69606,5.48601,2263
47,310,1953.97,0.0192514,0.00538261,0.00915945,1954
70,117,368.928,0.036662,0.014095,0.0208615,369
290,210,5929.89,18.1447,6.74852,10.2198,5965
193,107,439.407,0.311739,0.110902,0.170209,440
261,208,2400.49,1.29039,0.49126,0.731881,2403
108,228,365.985,0.00755003,0.00290172,0.00428925,366
200,173,278.94,0.0309412,0.0119967,0.0175504,279
128,170,256.93,0.0347285,0.0145247,0.0207959,257
172,46,2740.07,8.72932,3.27663,4.92048,2757
240,144,444.91,0.0444003,0.0182923,0.0273105,445
141,46,721.857,0.605717,0.210263,0.327346,723
127,111,325.974,0.532681,0.197626,0.29607,327
196,416,298.994,0.0030526,0.00113969,0.00180187,299
137,186,278.968,0.0161965,0.00681773,0.00937893,279
188,223,411.958,0.0221808,0.0076069,0.0117457,412
279,193,966.427,0.789067,0.319233,0.46429,968
127,39,456.788,0.628735,0.23269,0.350694,458
88,97,352.719,0.145081,0.0521577,0.083684,353
214,82,1365.89,0.567286,0.219897,0.324896,1367
58,102,357.953,0.0249072,0.00851699,0.0138423,358
174,258,312.966,0.0169292,0.00706528,0.00990486,313
248,215,1412.89,0.575269,0.2119,0.322281,1414
99,72,214.461,0.278471,0.10332,0.157676,215
51,1,224.939,0.0314278,0.0114868,0.0178505,225
83,83,277.749,0.123662,0.0524702,0.074793,278
141,48,2039.46,2.36804,0.854272,1.31644,2044
181,180,4414.65,0.187735,0.0611711,0.0974463,4415
290,135,3569.55,0.23983,0.0826397,0.128835,3570
143,45,2960.8,2.74722,0.952708,1.49587,2966
154,278,1500.89,0.0577486,0.0224419,0.031724,1501
70,17,277.924,0.0389146,0.0150189,0.0224974,278
293,155,743.641,0.182585,0.0701251,0.106149,744
88,44,533.315,0.355655,0.13181,0.197175,534
190,70,204.101,0.462384,0.174309,0.261891,205
113,275,2526.95,0.0254184,0.0077819,0.0128233,2527
218,228,10782,0.540011,0.17902,0.286082,10783
285,81,619.966,0.0190776,0.00611875,0.00913703,620
299,204,2462.51,12.6427,5.85751,7.99303,2489
95,8,746.777,0.114426,0.0424612,0.0664116,747
160,154,5480.34,0.355861,0.117768,0.188631,5481
281,209,4091.27,2.45381,0.902899,1.37774,4096
274,274,674.799,0.104685,0.0382131,0.0582176,675
221,133,594.896,0.0513727,0.02134,0.0308583,595
138,159,1277.57,0.234952,0.0775512,0.118237,1278
284,249,11856.8,3.79877,1.31526,2.05443,11864
125,67,2659.7,22.9344,9.60349,13.7659,2706
44,272,622.97,0.0150871,0.00609387,0.0089849,623
210,396,1309.99,0.00571937,0.00191747,0.00305498,1310
288,210,3098.6,5.40343,1.98241,3.01851,3109
87,303,239.996,0.00205677,0.000818539,0.00119083,240
176,149,299.895,0.0554105,0.0197844,0.0300041,300
300,175,1060.9,0.563909,0.215825,0.321307,1062
62,111,841.884,0.0568623,0.0244799,0.0347772,842
193,183,198.94,0.0281265,0.0129411,0.0184565,199
78,81,705.555,0.227583,0.0866065,0.130963,706
199,372,1225.99,0.00502423,0.00168961,0.00273324,1226
97,210,2074.85,0.0760599,0.0315781,0.0450314,2075
214,89,429.692,0.156759,0.0612196,0.0903013,430
242,210,1911.92,0.575185,0.199225,0.304009,1913
103,199,3632.95,0.0274096,0.00922942,0.0147378,3633
62,9,237.94,0.0315231,0.0111655,0.0173898,238
111,183,1536.76,0.12056,0.0482999,0.0740803,1537
211,279,601.945,0.0284639,0.0103501,0.0162574,602
193,403,1612.98,0.0100043,0.00438162,0.00610453,1613
140,47,586.831,0.619031,0.213722,0.33657,588
192,60,234.279,0.373454,0.137715,0.209696,235
272,240,2147.85,2.10205,0.829314,1.22237,2152
101,113,980.257,0.383991,0.139672,0.219122,981
291,203,1635.13,2.01463,0.733056,1.12693,1639
176,113,808.394,0.847609,0.299108,0.459047,810
265,122,798.921,0.0411195,0.0151022,0.0230715,799
284,85,953.963,0.0199335,0.00634882,0.0104724,954
251,195,597.731,0.136766,0.0526672,0.0796148,598
178,276,152.989,0.00556133,0.0020222,0.00310191,153
107,223,648.974,0.0136443,0.00488748,0.00740672,649
271,234,1477.34,1.86566,0.718127,1.07388,1481
294,215,2623.18,64.8616,27.9992,39.9561,2756
99,274,601.99,0.00539514,0.00181784,0.00288494,602
205,259,195.972,0.0142087,0.00540744,0.00816451,196
96,14,543.825,0.09129,0.0331913,0.0507336,544
117,207,1060.96,0.0205799,0.00739149,0.0116218,1061
74,312,156.997,0.00172428,0.000705109,0.0010218,157
291,209,4629.49,18.0256,7.04643,10.4359,4665
186,65,239.617,0.715124,0.26651,0.401744,241
289,142,942.785,0.109382,0.0425016,0.0630454,943
286,208,3708.4,2.92788,1.05713,1.6146,3714
221,78,390.845,0.0804369,0.0288263,0.046187,391
109,195,1177.93,0.0326399,0.0124728,0.0199227,1178
130,26,530.324,0.357672,0.124073,0.193821,531
164,53,347.883,2.07149,0.82669,1.21876,352
162,42,1234.35,4.41227,1.70387,2.53374,1243
207,392,1355.99,0.00760242,0.00264452,0.00407518,1356
57,73,793.84,0.0829241,0.031732,0.0455906,794
165,260,154.982,0.00827647,0.00409621,0.00550777,155
103,201,1894.97,0.0146251,0.00527658,0.00804421,1895
166,279,190.985,0.00766204,0.00309574,0.00441721,191
105,262,353.99,0.0052361,0.00179113,0.00286962,354
230,176,266.94,0.0304262,0.011861,0.0172526,267
119,41,1415.23,1.946,0.72251,1.09801,1419
240,98,432.93,0.0371842,0.0130286,0.0199583,433
89,160,288.961,0.0200872,0.00721175,0.0112772,289
285,208,2388.4,1.85614,0.693728,1.04628,2392
156,62,718.304,19.7114,9.85101,13.1336,761
46,18,166.89,0.0539253,0.0226189,0.0331085,167
66,113,417.937,0.0342532,0.010345,0.0181999,418
225,132,17874,1.01648,0.38657,0.580921,17876
149,80,944.386,70.0521,45.0998,53.4625,1113
107,272,564.99,0.00546997,0.00169989,0.00281811,565
219,241,236.926,0.0384954,0.0142753,0.0216228,237
130,363,344.995,0.0028894,0.000960811,0.00155519,345
117,23,216.835,0.0843293,0.0323194,0.0479881,217
123,58,1170.14,5.98789,2.37226,3.50279,1182
235,279,531.84,0.0879679,0.0288219,0.0428129,532
89,265,6162.91,0.0460714,0.0160193,0.0250407,6163
76,267,638.966,0.0158907,0.00762678,0.0100953,639
272,226,5825.42,7.55411,2.79277,4.23447,5840
108,152,1809.9,0.0555417,0.018092,0.0293381,1810
206,121,707.61,0.197115,0.0777642,0.115195,708
107,94,144.494,0.250956,0.101932,0.153457,145
181,169,964.805,0.1003,0.0376585,0.0569808,965
289,210,4147.95,9.36777,3.43234,5.24496,4166
77,289,174.99,0.00442469,0.00253866,0.00336803,175
238,240,162.906,0.0475742,0.0188125,0.0273316,163
95,290,908.988,0.00641352,0.00233347,0.00356652,909
121,98,900.711,2.71438,1.02745,1.5476,906
191,386,2198.99,0.00665204,0.00262837,0.00384176,2199
227,88,1118.72,0.146058,0.054227,0.0829017,1119
277,127,386.942,0.029546,0.0110684,0.0173446,387
107,161,727.896,0.0524511,0.0207133,0.0303642,728
294,202,3206.24,5.49678,2.10901,3.1542,3217
92,184,157.978,0.0108724,0.0046352,0.00628509,158
273,90,521.97,0.0154824,0.00568648,0.00866731,522
165,116,549.812,0.616392,0.224872,0.34657,551
288,208,2325.82,2.72096,0.965409,1.49143,2331
285,209,2672.99,2.09606,0.756386,1.16011,2677
211,420,1287.98,0.0115757,0.00506516,0.00718035,1288
95,120,135.918,0.0410377,0.0162157,0.0246848,136
99,294,4143.97,0.0164949,0.0056701,0.00893818,4144
175,156,679.804,0.101331,0.0365352,0.0576651,680
248,171,412.862,0.0684941,0.0281672,0.0410837,413
111,175,287.945,0.0276893,0.0107111,0.0166904,288
155,256,339.98,0.0104327,0.00368046,0.00574389,340
257,188,2730.8,0.635316,0.222791,0.338274,2732
131,309,217.993,0.00383826,0.00124845,0.0020746,218
211,155,348.921,0.040661,0.0155215,0.0232951,349
180,273,302.978,0.011412,0.00420099,0.00638642,303
258,178,529.717,0.144697,0.0559434,0.0825468,530
244,157,304.954,0.0237523,0.00901521,0.0134066,305
151,126,1360.25,0.917474,0.323658,0.506878,1362
108,200,2845.95,0.027127,0.0094902,0.0148072,2846
292,180,1375.33,1.32276,0.551228,0.795289,1378
70,263,1511.91,0.0421932,0.0223244,0.0275808,1512
234,86,1092.93,0.0344117,0.013206,0.0196863,1093
105,121,432.697,0.158824,0.0568733,0.0868205,433
209,139,326.872,0.0684656,0.023895,0.035143,327
296,221,5915.62,113.749,49.3925,70.2369,6149
170,315,168.988,0.00633023,0.00240969,0.0036086,169
188,250,5703.73,0.141611,0.0490447,0.0772976,5704
163,161,557.888,0.0564561,0.0225705,0.0326438,558
234,87,542.972,0.0147621,0.00525448,0.00816555,543
56,309,756.986,0.00733973,0.00244148,0.00391745,757
259,263,221.862,0.0707233,0.0269557,0.0407527,222
197,94,683.869,0.590354,0.216708,0.323568,685
154,154,914.641,0.186408,0.0673857,0.105324,915
291,139,1196.78,0.118554,0.0403331,0.0609652,1197
187,115,623.201,0.410859,0.15638,0.231875,624
260,147,845.862,0.0716162,0.0256099,0.0406905,846
298,153,888.691,0.153668,0.0619683,0.0929719,889
99,294,2419.98,0.0127763,0.00481917,0.00730603,2420
126,167,151.959,0.0203468,0.00879548,0.0121845,152
115,20,581.665,0.177445,0.0613984,0.0959443,582
250,160,171.957,0.0218146,0.0082897,0.0126223,172
103,232,1116.95,0.0265726,0.0116645,0.016018,1117
135,103,2377.69,8.42888,3.13354,4.75151,2394
110,306,563.993,0.00379641,0.00131749,0.00205704,564
112,137,10295.7,1.7181,0.651921,0.961525,10299
241,132,1024.83,0.0899149,0.0317966,0.0504052,1025
241,166,483.918,0.0427649,0.0154461,0.0237726,484
252,174,822.632,0.192923,0.0689269,0.106073,823
156,49,7234.27,49.1887,20.795,29.748,7334
135,196,401.98,0.0105688,0.00356991,0.0055712,402
95,124,672.703,0.151853,0.0576471,0.0871444,673
283,204,3992.11,2.00852,0.749025,1.13264,3996
192,93,213.539,0.241123,0.0866569,0.133432,214
132,163,350.89,0.0557689,0.0212572,0.0326334,351
160,361,164.998,0.000829397,0.000389226,0.000544987,165
102,47,671.775,0.617615,0.246913,0.360123,673
70,112,377.948,0.0276306,0.00952116,0.0149614,378
154,312,389.986,0.00670271,0.00335772,0.00412257,390
238,150,344.933,0.0331587,0.0131085,0.0206213,345
268,222,1139.57,1.24744,0.47427,0.709515,1142
24,35,178.938,0.0310081,0.0129904,0.0184326,179
107,127,1185.47,0.273257,0.0992684,0.153622,1186
245,280,1261.61,0.191924,0.0842078,0.114899,1262
110,130,302.868,0.0675166,0.0256518,0.0390482,303
90,80,498.227,0.396404,0.152775,0.224037,499
251,199,2112.85,0.588811,0.226816,0.337161,2114
251,147,973.813,0.0953464,0.0353106,0.0562906,974
278,161,490.557,0.224983,0.0936281,0.124104,491
249,282,447.875,0.060998,0.0265742,0.0370916,448
88,14,373.902,0.051688,0.0182423,0.0278331,374
237,116,298.948,0.026642,0.0100799,0.0152834,299
102,109,2262.49,0.788703,0.286285,0.435498,2264
130,89,335.722,4.01734,1.77005,2.49058,344
300,189,14688.4,9.09932,3.37115,5.09278,14706
286,206,1882.7,1.20471,0.430599,0.665013,1885
175,66,1241.04,10.6567,4.12036,6.18078,1262
254,268,457.813,0.0941331,0.037806,0.0550956,458
154,355,754.991,0.0045732,0.00150566,0.0025422,755
202,125,447.754,0.126141,0.0477713,0.0717408,448
177,121,576.258,0.382458,0.143016,0.216412,577
289,207,5447.02,7.28378,2.64402,4.04785,5461
62,93,1078.87,0.0702987,0.0250476,0.0389352,1079
262,176,1358.16,0.431036,0.164343,0.247168,1359
290,206,3097.16,4.61842,1.67111,2.55461,3106
111,213,1538.95,0.0268838,0.00956249,0.0148529,1539
138,26,2414.18,1.48205,0.526066,0.811786,2417
292,215,3578.03,41.6955,16.1569,24.1132,3660
135,76,228.988,6.73719,3.62134,4.65336,244
176,282,488.962,0.0201943,0.00698733,0.0111171,489
233,87,2151.88,0.0635696,0.0223056,0.0348135,2152
276,288,952.825,0.0875775,0.0356435,0.051605,953
104,97,326.289,0.367979,0.135669,0.206854,327
73,109,4259.63,0.201594,0.0634053,0.103585,4260
257,214,1569.11,1.00077,0.355832,0.538276,1571
213,161,369.927,0.038406,0.0136364,0.020886,370
235,269,444.897,0.0533976,0.0198502,0.0296176,445
143,286,529.978,0.0117238,0.00417458,0.00643941,530
275,176,170.76,0.118743,0.0490245,0.0721417,171
282,133,606.919,0.0418757,0.0157633,0.0238171,607
202,257,194.974,0.0135602,0.00481905,0.0076373,195
142,34,493.674,0.674034,0.261526,0.390134,495
239,86,1246.86,0.0718397,0.0274581,0.0410008,1247
274,272,856.703,0.162261,0.052569,0.0821389,857
260,230,734.883,0.58265,0.213004,0.321514,736
288,208,2153.22,2.49734,0.901253,1.38436,2158
135,258,320.988,0.00623583,0.00227266,0.00343372,321
280,203,8372.33,3.96505,1.47577,2.22716,8380
196,61,205.445,0.28653,0.106218,0.162466,206
265,216,1121.31,0.865606,0.32913,0.496945,1123
103,24,687.571,0.233997,0.0770207,0.118453,688
188,200,1222.71,0.1435,0.0634164,0.087197,1223
128,136,792.772,0.124792,0.0417395,0.0618994,793
284,205,4381.14,2.53369,0.919804,1.40191,4386
240,90,1094.82,0.0928027,0.0359974,0.0545882,1095
287,85,2239.91,0.047601,0.0148055,0.0232311,2240
249,136,343.944,0.0284488,0.0109304,0.0162423,344
141,47,1398.75,1.18475,0.414807,0.649128,1401
283,208,4539.91,2.66378,0.956629,1.47005,4545
156,206,572.964,0.019001,0.00647242,0.0102069,573
297,204,1439.48,5.17985,2.2032,3.13279,1450
157,387,154.999,0.000487631,0.000190192,0.000291087,155
235,88,857.957,0.0224598,0.00781637,0.0122482,858
139,229,291.981,0.00980286,0.0037436,0.00566337,292
96,158,748.901,0.0521614,0.0180284,0.0283584,749
115,120,772.339,0.359015,0.120004,0.182345,773
233,85,2756.82,0.0985094,0.0335148,0.0526399,2757
132,245,386.974,0.0121888,0.0056926,0.0076423,387
85,88,176.822,0.090333,0.0351052,0.0521229,177
192,365,1569.99,0.00592893,0.00172887,0.00290203,1570
298,203,1916.39,6.29023,2.58903,3.73453,1929
253,289,563.873,0.0638021,0.0260373,0.0369513,564
260,84,1115.82,0.0903467,0.0345351,0.0526348,1116
204,210,204.971,0.0146729,0.00568583,0.00847726,205
285,209,3050.6,2.78036,1.04894,1.57295,3056
224,236,391.863,0.0693417,0.0273699,0.0400925,392
202,117,670.479,0.261654,0.10637,0.152593,671
108,48,3956.26,2.52476,0.858939,1.35593,3961
98,81,459.935,0.56478,0.197669,0.302817,461
243,169,3833.57,0.230379,0.0782962,0.124627,3834
295,215,5267.75,177.32,81.022,112.91,5639
194,249,387.961,0.0206454,0.00700212,0.0110826,388
209,90,278.687,0.15519,0.0648437,0.0930187,279
115,64,85.1938,0.412157,0.159658,0.234365,86
